Nome,Genere,Diffusione
FLORALBA,F,2
FLORAMARIA,F,2
FLORANA,F,3
FLORANDA,F,3
FLORANGELA,F,2
FLORANNA,F,3
FLORE,F,3
FLOREANA,F,3
FLOREANNA,F,3
FLOREDANA,F,3
FLORELLA,F,3
FLORENA,F,4
FLORENTIA,F,4
FLORENTINA,F,4
FLORENZA,F,3
FLORENZIA,F,3
FLORENZIANA,F,3
FLORES,F,3
FLORESITA,F,4
FLORESTA,F,4
FLORESTANA,F,4
FLORESTINA,F,4
FLORETTA,F,3
FLORI,F,4
FLORIA,F,4
FLORIANA,F,2
FLORIANNA,F,3
FLORICA,F,3
FLORICE,F,3
FLORIDA,F,3
FLORIDANA,F,3
FLORIDANTE,F,4
FLORIDE,F,3
FLORIDEA,F,3
FLORIDIA,F,3
FLORIDIANA,F,3
FLORIELLA,F,3
FLORIGIA,F,3
FLORINA,F,3
FLORINDA,F,3
FLORISA,F,3
FLORISE,F,3
FLORISIA,F,3
FLORITA,F,3
FOCA,F,4
FOGLIA,F,4
FOGLIANA,F,4
FOLEMA,F,4
FOLGORA,F,4
FOLGORE,F,3
FOLGORINA,F,4
FOLIANA,F,4
FOLLIA,F,4
FONDINA,F,4
FONTANA,F,3
FONTANELLA,F,4
FONTE,F,3
FONTEMARIA,F,3
FONTINA,F,3
FORESTA,F,3
FORESTINA,F,3
FORIMMA,F,4
FORNARINA,F,3
FORTEZZA,F,3
FORTINA,F,4
FORTUNA,F,3
FORTUNANTA,F,3
FORTUNATA,F,2
FORTUNATELLA,F,3
FORTUNATINA,F,3
FORTUNELLA,F,3
FORTUNIA,F,3
FORTUNINA,F,3
FORTURA,F,3
FOSCA,F,2
FOSCARA,F,3
FOSCARINA,F,3
FOSCHERINA,F,3
FOSCHINA,F,3
FOSCOLA,F,3
FOSCOLINA,F,4
FOTINA,F,4
FRAGOLA,F,4
FRAGOLINA,F,4
FRANCA,F,1
FRANCESCA,F,1
FRANCESCANA,F,3
FRANCESCANGELA,F,2
FRANCESCANTONIA,F,2
FRANCESCHELLA,F,3
FRANCESCHINA,F,2
FRANCESCHITTA,F,3
FRANCHETTA,F,3
FRANCHINA,F,2
FRANCIA,F,2
FRANCINA,F,3
FRANCOLINA,F,3
FRANCUCCIA,F,3
FRANSINA,F,3
FRANZA,F,3
FRANZINA,F,3
FRAOLINA,F,4
FRASCA,F,4
FRASIA,F,4
FRASINA,F,4
FRAULINA,F,4
FRAZIA,F,4
FREA,F,4
FREDA,F,4
FREDESVINDA,F,4
FREDIANA,F,3
FREDINA,F,3
FREDOLINA,F,3
FREIA,F,3
FREIDA,F,3
FRENESIA,F,4
FRENIDE,F,4
FRERA,F,4
FRESA,F,4
FRESIA,F,4
FRESINA,F,4
FRIDA,F,2
FRIDDA,F,3
FRIDE,F,3
FRIDIA,F,3
FRIDIANA,F,3
FRIDOLINA,F,3
FRIEDA,F,3
FRINA,F,3
FRINE,F,3
FRINES,F,3
FRISIA,F,3
FROLA,F,4
FRONDINA,F,4
FROSINA,F,4
FRUTTUOSA,F,4
FULBERTA,F,4
FULDA,F,4
FULGENZIA,F,3
FULGENZINA,F,4
FULGIDA,F,3
FULVA,F,3
FULVIA,F,1
FULVIANA,F,3
FURIA,F,3
FURIETTA,F,3
FURIMMA,F,3
FURTUNATA,F,3
FUSCA,F,3
FUTURA,F,3
GABIRIA,F,2
GABRIELA,F,2
GABRIELINA,F,3
GABRIELLA,F,1
GABRIELLE,F,2
GAETANA,F,2
GAETANELLA,F,3
GAETANINA,F,2
GAIA,F,1
GALANTE,F,3
GALATEA,F,3
GALDINA,F,3
GALEANA,F,3
GALIANA,F,3
GALILEA,F,3
GALLIA,F,3
GALLIANA,F,3
GANDOLFA,F,3
GARDENIA,F,3
GARDINA,F,3
GARIBALDINA,F,3
GASPARA,F,3
GASPARINA,F,3
GASPERA,F,3
GASPERINA,F,3
GAUDENZIA,F,3
GAUDENZINA,F,3
GAUDINA,F,3
GAUDIOSA,F,3
GAVINA,F,3
GAVINUCCIA,F,3
GEA,F,2
GELASIA,F,3
GELINDA,F,3
GELMA,F,3
GELMINA,F,4
GELMIRA,F,4
GELSA,F,3
GELSINA,F,3
GELSOMINA,F,2
GELTRUDE,F,2
GEMELLA,F,3
GEMILIANA,F,3
GEMINA,F,4
GEMINIANA,F,4
GEMMA,F,2
GEMMINA,F,3
GENEROSA,F,3
GENESIA,F,3
GENIA,F,4
GENIALE,F,4
GENINA,F,4
GENISIA,F,4
GENNAIA,F,4
GENNARA,F,3
GENNARINA,F,3
GENNI,F,3
GENOEFFA,F,3
GENOVA,F,3
GENOVEFFA,F,3
GENOVINA,F,4
GENTILA,F,4
GENTILE,F,4
GENTILIA,F,4
GENTILINA,F,4
GENUARIA,F,4
GENUINA,F,3
GENUNZIA,F,4
GENZIANA,F,3
GENZINA,F,4
GEORGIA,F,3
GEPPINA,F,3
GERALDA,F,3
GERALDINA,F,3
GERARDA,F,2
GERARDINA,F,2
GERBINA,F,3
GERINA,F,4
GERLANDA,F,4
GERMANA,F,2
GERMANIA,F,3
GERMINALE,F,3
GERMINALINA,F,3
GEROLAMA,F,3
GEROLAMINA,F,3
GEROLIMA,F,3
GEROLOMINA,F,4
GEROMINA,F,4
GERONIMA,F,4
GERTRUDE,F,2
GERVASA,F,3
GERVASIA,F,3
GESSICA,F,2
GESUALDA,F,3
GESUALDINA,F,3
GESUELA,F,3
GESUELLA,F,4
GESUINA,F,3
GESUMINA,F,4
GETTULIA,F,4
GETULIA,F,4
GHERARDA,F,3
GHINA,F,4
GHITA,F,4
GIACINTA,F,2
GIACOBBA,F,3
GIACOMA,F,2
GIACOMETTA,F,3
GIACOMINA,F,2
GIADA,F,1
GIAELE,F,3
GIAMARIA,F,3
GIAMMARIA,F,3
GIAMPAOLA,F,2
GIAMPIERA,F,2
GIANA,F,2
GIANCARLA,F,2
GIANFRANCA,F,2
GIANFRANCESCA,F,2
GIANGIORGIA,F,2
GIANLUCIA,F,2
GIANLUIGIA,F,3
GIANMARIA,F,3
GIANMARIA,F,4
GIANNA,F,1
GIANNANGELA,F,2
GIANNANTONIA,F,2
GIANNELLA,F,3
GIANNETTA,F,2
GIANNINA,F,2
GIANNOZZA,F,3
GIANPAOLA,F,2
GIANPIERA,F,2
GIGETTA,F,2
GIGIA,F,2
GIGINA,F,2
GIGLIA,F,2
GIGLIANA,F,2
GIGLIANTE,F,3
GIGLIETTA,F,3
GIGLIOLA,F,2
GILBERTA,F,2
GILBERTE,F,3
GILBERTINA,F,3
GILDA,F,2
GILIA,F,2
GILIANA,F,2
GILIANTE,F,2
GILIOLA,F,2
GILLA,F,2
GILLIA,F,3
GILMA,F,3
GINA,F,1
GINEPRA,F,3
GINETTA,F,2
GINEVRA,F,1
GINIA,F,3
GIOACCHINA,F,2
GIOACHINA,F,3
GIOCONDA,F,3
GIOCONDINA,F,3
GIOELA,F,3
GIOELLA,F,3
GIOIA,F,2
GIOIELLA,F,3
GIOIETTA,F,3
GIOINA,F,3
GIOIOSA,F,3
GIONNINA,F,3
GIORDANA,F,2
GIORGETTA,F,2
GIORGIA,F,1
GIORGIANA,F,2
GIORGIETTA,F,2
GIORGINA,F,2
GIORLANDA,F,3
GIORLANDINA,F,3
GIOSETTA,F,3
GIOVACCHINA,F,3
GIOVANCARLA,F,3
GIOVANMARIA,F,3
GIOVANNA,F,1
GIOVANNANGELA,F,2
GIOVANNANTONIA,F,3
GIOVANNELLA,F,2
GIOVANNICA,F,3
GIOVANNINA,F,2
GIOVINA,F,3
GIOVITA,F,3
GIRALDA,F,3
GIROLAMA,F,2
GISA,F,3
GISBERTA,F,3
GISELDA,F,3
GISELLA,F,2
GISLENA,F,3
GISMONDA,F,3
GIUDITTA,F,2
GIUFFRIDA,F,3
GIUGNA,F,4
GIULIA,F,1
GIULIANA,F,1
GIULIANELLA,F,3
GIULIETTA,F,2
GIULIVA,F,3
GIUNIA,F,3
GIUNTA,F,3
GIUSEPPA,F,2
GIUSEPPINA,F,1
GIUSTA,F,3
GIUSTINA,F,2
GIUSTINIANA,F,3
GLAUCA,F,3
GLENDA,F,3
GLICERIA,F,3
GLISENTE,F,4
GLORIA,F,1
GLORIANA,F,2
GLORIETTA,F,2
GOFFREDA,F,3
GOITA,F,3
GOLIA,F,3
GOLIARDA,F,3
GONARIA,F,4
GORDIANA,F,4
GORETTA,F,4
GORINA,F,4
GOTTARDA,F,4
GOTTARDINA,F,4
GRADISCA,F,4
GRADITA,F,3
GRATA,F,3
GRAZIA,F,1
GRAZIANA,F,2
GRAZIELLA,F,1
GRAZIETTA,F,3
GRAZINA,F,3
GRAZIOSA,F,3
GRECA,F,3
GREGORIA,F,3
GREGORINA,F,3
GRETA,F,1
GRETE,F,2
GRIMALDA,F,3
GRIMOALDA,F,4
GRISANTE,F,4
GRISELDA,F,4
GUADALUPE,F,3
GUALBERTA,F,4
GUALTIERA,F,3
GUALTIERINA,F,4
GUARINA,F,4
GUELFA,F,4
GUENDA,F,4
GUENDALINA,F,2
GUERINA,F,4
GUERRA,F,3
GUERRANDA,F,4
GUERRIERA,F,3
GUERRINA,F,3
GUGLIELMA,F,3
GUGLIELMINA,F,2
GUIDA,F,3
GUIDANTONIA,F,3
GUIDETTA,F,3
GUIDINA,F,4
GUSMANA,F,4
GUSTAVA,F,3
HALINA,F,3
HANANIA,F,3
HEDI,F,3
HEIDI,F,2
HELGA,F,2
HORTENSE,F,2
IA,F,3
IACOBELLA,F,3
IACOPA,F,3
IACOPINA,F,3
IANA,F,3
IANNA,F,3
ICA,F,3
ICILIA,F,3
IDA,F,1
IDALBA,F,3
IDALGA,F,3
IDALIA,F,3
IDALINA,F,3
IDALMA,F,3
IDANNA,F,3
IDEA,F,3
IDEALE,F,4
IDELMA,F,4
IDELMINA,F,4
IDIA,F,3
IDIANA,F,4
IDILIA,F,4
IDILLIA,F,4
IDINA,F,4
IDOLA,F,4
IDOLINA,F,4
IELLA,F,4
IETTA,F,4
IFIGENIA,F,3
IGEA,F,3
IGILDA,F,4
IGINA,F,4
IGINIA,F,4
IGNAZIA,F,4
IGNAZINA,F,4
IKBALE,F,4
ILA,F,4
ILARIA,F,1
ILARINA,F,3
ILDA,F,2
ILDE,F,2
ILDEGARDA,F,3
ILDEGONDA,F,3
ILEANA,F,1
ILENA,F,3
ILENIA,F,1
ILIA,F,3
ILIADE,F,3
ILIANA,F,3
ILIDE,F,3
ILLA,F,3
ILLEANA,F,3
ILLIA,F,3
ILLIDE,F,3
ILLUMINATA,F,3
ILVA,F,3
ILVANA,F,3
ILVIA,F,3
IMA,F,3
IMELDA,F,2
IMELDE,F,3
IMERA,F,3
IMERIA,F,3
IMMA,F,2
IMMACOLATA,F,1
IMOLA,F,3
IMPERA,F,3
IMPERATRICE,F,3
IMPERIA,F,3
IMPERIALE,F,3
INA,F,3
INCORONATA,F,2
INDIA,F,3
INELDA,F,3
INELDE,F,3
INES,F,1
INGA,F,2
INGE,F,2
INGENUINA,F,3
INIA,F,4
INNA,F,4
INNOCENTA,F,4
INNOCENTE,F,4
INNOCENTINA,F,3
INNOCENZA,F,3
INUCCIA,F,3
IO,F,3
IOANA,F,3
IOLANDA,F,2
IOLE,F,2
IOLETTA,F,3
IONA,F,4
IONIA,F,3
IOSELLA,F,4
IOVINA,F,4
IPERIDE,F,4
IPPAZIA,F,4
IPPOLITA,F,4
IRENA,F,3
IRENE,F,1
IRENEA,F,3
IRIA,F,2
IRIDE,F,2
IRINA,F,2
IRIS,F,1
IRLANDA,F,3
IRMA,F,1
IRMINA,F,3
IRVANA,F,3
ISA,F,1
ISABEL,F,2
ISABELLA,F,1
ISABELLE,F,2
ISADORA,F,2
ISALIN,F,3
ISANNA,F,3
ISAURA,F,3
ISEA,F,3
ISELDA,F,3
ISELDE,F,3
ISELLA,F,3
ISETTA,F,2
ISIDA,F,3
ISIDE,F,2
ISIDORA,F,3
ISMAELA,F,2
ISOLA,F,3
ISOLDA,F,3
ISOLDE,F,3
ISOLETTA,F,3
ISOLINA,F,3
ISONZA,F,4
ISORA,F,4
ISOTTA,F,2
ISRAELLA,F,3
ISTRIA,F,3
ITA,F,3
ITALA,F,3
ITALIA,F,2
ITALIANA,F,3
ITALINA,F,3
ITRIA,F,3
IVA,F,3
IVALDA,F,3
IVANA,F,1
IVANDA,F,3
IVANIA,F,3
IVANNA,F,3
IVETTA,F,2
IVETTE,F,3
IVIA,F,3
IVINA,F,3
IVONA,F,3
IVONETTA,F,3
IVONIA,F,3
IVONNE,F,2
IVREA,F,3
IZABELA,F,2
JACOPA,F,3
JACOPINA,F,3
JAMILA,F,4
JANA,F,3
JANAT,F,3
JANIS,F,3
JANNA,F,3
JANNAT,F,3
JELLA,F,3
JENNIFER,F,1
JESSICA,F,1
JNES,F,3
JOANNA,F,3
JOLANDA,F,2
JOLE,F,2
JONE,F,3
JOSEFA,F,3
JOSETTA,F,3
JULIA,F,2
JUSTYNA,F,3
KAREN,F,2
KATARZYNA,F,3
KATHERINA,F,3
KATIA,F,1
KHADIJIA,F,3
KRYSTYNA,F,3
LADINA,F,3
LADISLAVA,F,3
LAI,F,4
LAIDE,F,4
LALAGE,F,4
LALLA,F,4
LAMBERTA,F,3
LAMBERTINA,F,3
LANDA,F,4
LANDINA,F,4
LANFRANCA,F,3
LAODICE,F,4
LAPA,F,3
LARA,F,1
LARINA,F,3
LARISSA,F,2
LARSIA,F,3
LATINA,F,3
LAUDICE,F,4
LAUDOMIA,F,4
LAUDONIA,F,4
LAURA,F,1
LAURANA,F,3
LAUREDANA,F,3
LAURENTINA,F,3
LAURENZA,F,3
LAURENZIA,F,3
LAURETANA,F,3
LAURETTA,F,3
LAURINA,F,3
LAURISA,F,3
LAURITA,F,3
LAVINA,F,3
LAVINIA,F,2
LAZZARA,F,3
LAZZARINA,F,3
LEA,F,2
LEANA,F,3
LEANDRA,F,3
LEANDRINA,F,3
LEARCA,F,3
LEARDA,F,3
LEARDINA,F,3
LEDA,F,2
LEDINA,F,3
LELA,F,3
LELIA,F,4
LELLA,F,3
LENA,F,2
LENINA,F,4
LENUCCIA,F,3
LEOCADIA,F,4
LEOLUCHINA,F,4
LEONA,F,2
LEONARDA,F,3
LEONARDINA,F,3
LEONCINA,F,3
LEONDINA,F,3
LEONELLA,F,3
LEONETTA,F,3
LEONIA,F,3
LEONICE,F,3
LEONIDE,F,3
LEONILDA,F,3
LEONILDE,F,2
LEONILLA,F,3
LEONINA,F,3
LEONISIA,F,3
LEONORA,F,2
LEONTINA,F,3
LEONZIA,F,3
LEOPARDA,F,3
LEOPOLDA,F,3
LEOPOLDINA,F,3
LERINA,F,4
LESBIA,F,4
LETA,F,4
LETIZIA,F,1
LETTERA,F,4
LETTERIA,F,4
LETTERINA,F,4
LEUCIA,F,4
LEVA,F,4
LEVANTE,F,3
LEVANTINA,F,3
LEVIA,F,4
LEVINA,F,4
LIA,F,2
LIANA,F,4
LIBERA,F,3
LIBERATA,F,3
LIBERATINA,F,4
LIBERIA,F,4
LIBERINA,F,4
LIBERTA',F,4
LIBERTA,F,4
LIBERTARIA,F,4
LIBERTAS,F,4
LIBERTINA,F,4
LIBIA,F,3
LIBIANA,F,4
LIBORIA,F,4
LICCIA,F,4
LICE,F,3
LICENA,F,4
LICIA,F,2
LICINIA,F,4
LICURGA,F,4
LIDA,F,4
LIDANA,F,4
LIDE,F,4
LIDIA,F,4
LIDIANA,F,4
LIDOVINA,F,4
LIDUINA,F,4
LIETA,F,3
LIETTA,F,4
LIGIA,F,4
LILIA,F,4
LILIANA,F,2
LILLA,F,2
LILLIA,F,3
LILLIANA,F,3
LILLINA,F,3
LINA,F,1
LINDA,F,1
LINDORA,F,3
LINETTA,F,2
LINUCCIA,F,2
LIONELLA,F,3
LIONETTA,F,3
LISA,F,1
LISANDRA,F,3
LISANNA,F,3
LISELLA,F,3
LISENA,F,3
LISETTA,F,2
LISINA,F,3
LISINDA,F,3
LITTORIA,F,3
LIU',F,3
LIUCCIA,F,3
LIVENZA,F,3
LIVIA,F,1
LIVIANA,F,2
LIVIETTA,F,2
LODOLETTA,F,3
LODOVICA,F,2
LODOVINA,F,3
LOIRA,F,3
LOISIA,F,3
LOLA,F,2
LOLETTA,F,3
LOLITA,F,3
LOMBARDINA,F,3
LORA,F,3
LORANDA,F,4
LOREDANA,F,1
LORELLA,F,2
LORENA,F,2
LORENTINA,F,3
LORENZA,F,2
LORENZANA,F,3
LORENZINA,F,3
LORETA,F,3
LORETANA,F,3
LORETTA,F,2
LORIA,F,3
LORIANA,F,2
LORIETA,F,3
LORINA,F,3
LORINDA,F,3
LORISA,F,3
LOSANNA,F,3
LUANA,F,2
LUBIANA,F,2
LUCE,F,2
LUCETTA,F,3
LUCHINA,F,3
LUCIA,F,1
LUCIANA,F,1
LUCIDIA,F,3
LUCIETTA,F,3
LUCILIA,F,3
LUCILLA,F,2
LUCINA,F,2
LUCINDA,F,3
LUCREZIA,F,1
LUCY,F,2
LUCYNA,F,3
LUDMILLA,F,2
LUDOVICA,F,1
LUDOVINA,F,3
LUIGIA,F,2
LUIGINA,F,2
LUISA,F,1
LUISANNA,F,2
LUISE,F,2
LUISELLA,F,2
LUISETTA,F,3
LUISINA,F,3
LUISITA,F,3
LUNA,F,2
LUNELLA,F,3
LUNETTA,F,3
LUSITANIA,F,3
LUSSORIA,F,4
LUTGARDA,F,4
LYUBIMA,F,4
MACALLE',F,4
MACARIA,F,4
MACEDONIA,F,4
MACRINA,F,4
MADDA,F,4
MADDALENA,F,1
MADERA,F,4
MADIA,F,4
MADINA,F,4
MAFALDA,F,2
MAGDA,F,2
MAGDALA,F,3
MAGDALENA,F,3
MAGENTA,F,4
MAGGINA,F,4
MAGGIOLINA,F,4
MAGGIORE,F,4
MAGGIORINA,F,4
MAIA,F,2
MAIDA,F,3
MAILA,F,3
MAIRA,F,3
MAITE,F,4
MALFA,F,4
MALGORZATA,F,4
MALIA,F,4
MALINA,F,4
MALVINA,F,4
MAMANTE,F,4
MAMBRINA,F,4
MAMMOLA,F,3
MANASSE,F,4
MANCA,F,4
MANFREDA,F,3
MANIA,F,3
MANILA,F,3
MANILIA,F,4
MANILLA,F,4
MANIN,F,4
MANINA,F,4
MANLIA,F,3
MANNA,F,4
MANOLA,F,3
MANRICA,F,4
MANSUETA,F,3
MANUELA,F,2
MANUELITA,F,3
MARA,F,1
MARCA,F,3
MARCELLA,F,1
MARCELLINA,F,3
MARCHINA,F,3
MARCOLINA,F,3
MARCUCCIA,F,3
MARELLA,F,2
MARENA,F,3
MARESA,F,3
MARETTA,F,3
MARFISA,F,4
MARFISIA,F,4
MARGA,F,4
MARGARETE,F,3
MARGARIDA,F,3
MARGARITA,F,2
MARGHERITA,F,1
MARIA,F,1
MARIACASILDE,F,2
MARIACONCETTA,F,2
MARIACRISTINA,F,2
MARIADINA,F,2
MARIAGIOVANNA,F,2
MARIAGRAZIA,F,2
MARIALAURA,F,2
MARIALENA,F,2
MARIALINA,F,2
MARIALISA,F,2
MARIALUIGIA,F,2
MARIALUISA,F,2
MARIAMERIS,F,2
MARIANA,F,2
MARIANELLA,F,2
MARIANEVE,F,2
MARIANGELA,F,2
MARIANGIOLA,F,2
MARIANITA,F,2
MARIANNA,F,1
MARIANNINA,F,2
MARIANTONIA,F,2
MARIANTONIETTA,F,2
MARIAPIA,F,2
MARIARITA,F,2
MARIAROSA,F,2
MARIAROSARIA,F,2
MARIASOLE,F,2
MARIASSUNTA,F,2
MARIASTELLA,F,2
MARIATERESA,F,2
MARICA,F,1
MARIDA,F,3
MARIE,F,2
MARIELLA,F,2
MARIETTA,F,2
MARIETTINA,F,3
MARIKA,F,1
MARILA,F,3
MARILDA,F,2
MARILDE,F,2
MARILENA,F,2
MARILIA,F,3
MARILINA,F,3
MARILISA,F,2
MARILLA,F,3
MARILU',F,2
MARINA,F,1
MARINELLA,F,1
MARINETTA,F,3
MARIOLA,F,3
MARIOLINA,F,2
MARIOMARIA,F,3
MARIROSA,F,3
MARISA,F,1
MARISELLA,F,3
MARISETTA,F,3
MARISOLE,F,3
MARISTELLA,F,2
MARIU',F,2
MARIUCCIA,F,2
MARIUCCINA,F,3
MARIUZZA,F,3
MARLENA,F,2
MARLISA,F,3
MARNA,F,3
MAROZIA,F,3
MARSIGLIA,F,3
MARSILIA,F,3
MARSINA,F,4
MARTA,F,1
MARTHE,F,2
MARTINA,F,1
MARTINELLA,F,2
MARTIRA,F,3
MARUSCA,F,3
MARUSKA,F,3
MARUSSA,F,3
MARUSSIA,F,3
MARUZZA,F,3
MARZIA,F,1
MARZIALINA,F,3
MARZIANA,F,3
MARZINA,F,3
MASCIA,F,2
MASINA,F,3
MASSIMA,F,3
MASSIMIANA,F,3
MASSIMILIANA,F,3
MASSIMILLA,F,4
MASSIMINA,F,3
MATELDA,F,3
MATILDA,F,2
MATILDE,F,1
MATRONA,F,3
MATTEA,F,3
MAUDA,F,4
MAURA,F,2
MAURELLA,F,3
MAURETTA,F,3
MAURILIA,F,3
MAURILLA,F,3
MAURINA,F,3
MAURIZIA,F,1
MAZZINA,F,3
MEA,F,3
MEDARDA,F,3
MEDEA,F,3
MEDERICA,F,3
MEDINA,F,3
MEDORA,F,3
MEDUSA,F,3
MELANIA,F,2
MELCHIORA,F,3
MELCHIORINA,F,3
MELCHIORRINA,F,3
MELIANA,F,3
MELINA,F,3
MELINDA,F,2
MELISENDA,F,3
MELISSA,F,2
MELITA,F,2
MELITTA,F,3
MELLINA,F,3
MEMA,F,3
MEMMA,F,3
MENA,F,3
MENICA,F,3
MENINA,F,3
MENNA,F,3
MENTANA,F,3
MENTINA,F,3
MENTORINA,F,4
MENUCCIA,F,4
MERCEDE,F,3
MERCEDES,F,2
MERCURIA,F,3
MERINA,F,4
MERINDA,F,4
MEROPE,F,4
MESSALINA,F,3
MESSINA,F,4
MESSINELLA,F,4
META,F,4
METELLA,F,4
METILDE,F,4
MEUCCIA,F,4
MIA,F,2
MICAELA,F,2
MICHAL,F,3
MICHEA,F,4
MICHELA,F,1
MICHELINA,F,3
MICOL,F,2
MICUCCIA,F,3
MIETTA,F,3
MIGLIORINA,F,3
MILA,F,2
MILANA,F,3
MILCA,F,4
MILDA,F,4
MILDE,F,3
MILEDA,F,4
MILEDI,F,3
MILENA,F,2
MILIA,F,3
MILIANA,F,3
MILKA,F,3
MILLA,F,2
MILVA,F,2
MILVANA,F,3
MILVIA,F,2
MIMA,F,3
MIMINA,F,4
MIMMA,F,2
MIMMIA,F,3
MIMMINA,F,3
MIMOSA,F,3
MINA,F,2
MINELLA,F,3
MINERVA,F,3
MINERVINA,F,3
MINETTA,F,3
MINIA,F,3
MINNA,F,3
MINNIA,F,3
MINODORA,F,3
MINUCCIA,F,3
MIRA,F,3
MIRALBA,F,3
MIRALDA,F,3
MIRANDA,F,1
MIRCA,F,2
MIRELLA,F,1
MIRENA,F,3
MIRETTA,F,3
MIRIA,F,3
MIRIAM,F,2
MIRIAN,F,2
MIRIANA,F,2
MIRINA,F,3
MIRJANA,F,3
MIRKA,F,2
MIRNA,F,2
MIROSLAVA,F,3
MIRRA,F,3
MIRTA,F,3
MIRTE,F,3
MIRTILLA,F,3
MIRVANA,F,3
MISA,F,4
MISIA,F,4
MISIANA,F,4
MISTICA,F,3
MITA,F,4
MITE,F,4
MOANA,F,3
MODESTA,F,3
MODESTINA,F,3
MOIRA,F,2
MONALDA,F,4
MONALISA,F,3
MONDINA,F,4
MONIA,F,2
MONICA,F,1
MONIKA,F,2
MONSERRATA,F,4
MONTAGNA,F,4
MONTAGNINA,F,4
MORA,F,4
MORANDA,F,4
MORELLA,F,2
MORENA,F,2
MORGANA,F,2
MORINA,F,3
MOROSINA,F,3
MUGHETTA,F,3
MUSETTA,F,3
MUZIA,F,3
MYRTA,F,4
NABOR,F,4
NABORE,F,4
NABORRE,F,4
NADA,F,2
NADIA,F,1
NADIANA,F,3
NADINA,F,3
NADIRIA,F,3
NAIDA,F,3
NAIDE,F,4
NAIMA,F,4
NALDA,F,4
NALDINA,F,4
NANA',F,3
NANDA,F,3
NANDINA,F,3
NANI,F,3
NANNA,F,3
NANNINA,F,3
NAOMI,F,2
NAPOLINA,F,4
NARA,F,4
NARCISA,F,3
NARDA,F,4
NARDINA,F,4
NATALA,F,4
NATALIA,F,2
NATALINA,F,2
NATALIZIA,F,3
NATASCIA,F,2
NAUSICA,F,3
NAUSICAA,F,3
NAZARENA,F,2
NAZARIA,F,2
NAZZARENA,F,3
NAZZARIA,F,3
NEA,F,3
NEDA,F,3
NEDDA,F,3
NEDINA,F,4
NEERA,F,4
NELDA,F,4
NELIA,F,4
NELIDA,F,4
NELIDE,F,4
NELINA,F,4
NELITA,F,4
NELLA,F,2
NELLIDA,F,4
NELLINA,F,3
NELLUCCIA,F,3
NELUSCA,F,4
NEMA,F,4
NEMESIA,F,4
NEMORINA,F,4
NENA,F,3
NENE',F,3
NENE,F,3
NENELLA,F,3
NENNELLA,F,4
NERA,F,3
NEREA,F,3
NEREIDE,F,3
NERELLA,F,3
NERIA,F,3
NERIDE,F,3
NERINA,F,3
NEVA,F,3
NEVE,F,3
NEVES,F,3
NEVI,F,4
NEVIA,F,3
NEVILIA,F,4
NEVIS,F,4
NICA,F,4
NICANDRINA,F,4
NICASIA,F,4
NICE,F,3
NICEA,F,3
NICETA,F,4
NICIA,F,4
NICLA,F,4
NICODEMA,F,4
NICOLE,F,2
NICOLETTA,F,1
NICOLINA,F,3
NICOLOSA,F,3
NIETTA,F,4
NIEVE,F,4
NIEVES,F,4
NILA,F,4
NILDA,F,4
NILDE,F,2
NILLA,F,2
NILVA,F,3
NILVANA,F,3
NILVIA,F,3
NINA,F,1
NINETTA,F,3
NINFA,F,3
NINI',F,3
NINI,F,3
NINNI,F,3
NINUCCIA,F,3
NINUZZA,F,3
NIOBE,F,3
NIRVANA,F,4
NISA,F,4
NISIA,F,4
NITA,F,4
NIVA,F,4
NIVARDA,F,4
NIVE,F,4
NIVEA,F,3
NIVES,F,3
NIVIA,F,3
NIZZA,F,3
NOBILE,F,3
NOBILIA,F,3
NOBILINA,F,4
NOEMI,F,2
NOEMIA,F,3
NOLA,F,3
NONA,F,3
NORA,F,3
NORBERTA,F,3
NORDINA,F,4
NORETTA,F,4
NORIDA,F,4
NORINA,F,4
NORMA,F,2
NORMANDA,F,3
NORMANNA,F,3
NORVEGIA,F,3
NOTBURGA,F,4
NOVARA,F,3
NOVARINA,F,3
NOVELIA,F,4
NOVELLA,F,3
NOVELLINA,F,3
NOVEMBRINA,F,3
NOVEMIA,F,4
NOVENIA,F,4
NOVILIA,F,4
NUCCIA,F,3
NULLA,F,3
NUNCIA,F,3
NUNZIA,F,2
NUNZIATA,F,2
NUNZIATELLA,F,3
NUNZIATINA,F,3
NUNZIETTA,F,3
NUTA,F,3
NUZZA,F,4
OBERDANA,F,4
OBERDANIA,F,4
OBERDINA,F,4
OBERTA,F,4
OBERTINA,F,4
OBIZZA,F,4
OBRIANA,F,4
OCEANA,F,4
OCEANIA,F,4
ODA,F,4
ODABELLA,F,4
ODALIA,F,4
ODALISCA,F,4
ODARDA,F,4
ODDA,F,4
ODDINA,F,4
ODE,F,4
ODEA,F,4
ODEIDA,F,4
ODEIDE,F,4
ODELGA,F,4
ODELIA,F,4
ODELIDE,F,4
ODELTA,F,4
ODEMIA,F,4
ODENA,F,4
ODERICA,F,4
ODESCA,F,4
ODESSA,F,4
ODETTA,F,2
ODETTE,F,2
ODIANA,F,4
ODIGITRIA,F,4
ODIGLIA,F,4
ODILA,F,4
ODILE,F,3
ODILIA,F,3
ODILLA,F,4
ODILLE,F,4
ODILLIA,F,4
ODINA,F,3
ODINEA,F,4
ODINELLA,F,4
ODIRICA,F,4
ODISSEA,F,4
